Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides
65-74,Bronchospasm Prevention with COPD,2019-09-02,"trelegy ellipta blister, with inhalation device",174197,5,5,I havenÃƒÂ¢Ã‚?Ã‚?t been using Trelegy for even a week and have found it wonderful!  I had been using Spireva for about 2 years with little relief of my COPD. I had resigned myself to being able to do less and less with each passing day. Now I can climb a flight of stairs without needing to sit down immediately. I walked the mall!  I hope this continues so I can stop being breathless and exhausted all the time. ,5, ,"Dry/irritated throat, hoarseness, or  coughing  may occur as your body adjusts to the  medication . If any of these effects last or get worse, tell your doctor or  pharmacist  promptly."
65-74,Bronchospasm Prevention with COPD,2019-03-29,"trelegy ellipta blister, with inhalation device",174197,4,4,"breathing was great for 4/5 weeks, then it was like everyday i was coming done with the flu (but never did) this has been going on for 4 weeks and i have been off the medicine for 2 weeks- still tired,lethargy every muscle and joint in body hurts- no fever
",1,Female,"Dry/irritated throat, hoarseness, or  coughing  may occur as your body adjusts to the  medication . If any of these effects last or get worse, tell your doctor or  pharmacist  promptly."
55-64,Bronchospasm Prevention with COPD,2019-02-20,"trelegy ellipta blister, with inhalation device",174197,5,5,I have only been using Trelegy for about a month but it has been life changing for me. I used to wake up every morning wheezing so bad that I had to have a breathing treatment immediately and also throughout the day after some activities such as grocery shopping and carrying all the groceries in the house. I used Trelegy immediately after picking up my prescription and have not had to use my nebulizer or Albuterol inhaler at all since then. I was afraid to travel very far from home because of the number of times I had to use my nebulizer each day. Now I am comfortable going wherever I want and doing whatever I want! I do have to monitor my blood glucose level more frequently because I am diabetic but my levels have been relatively stable so far.,5, ,"Dry/irritated throat, hoarseness, or  coughing  may occur as your body adjusts to the  medication . If any of these effects last or get worse, tell your doctor or  pharmacist  promptly."
65-74,Bronchospasm Prevention with COPD,2019-02-15,"trelegy ellipta blister, with inhalation device",174197,5,5,"Had been taking Spiriva, tried Trelegy and could not believe the improvements it made to my breathing.  My recovery time after exertion is much improved, I cut my oxygen back to 2L from 4L, very happy with this product.",5, ,"Dry/irritated throat, hoarseness, or  coughing  may occur as your body adjusts to the  medication . If any of these effects last or get worse, tell your doctor or  pharmacist  promptly."
65-74,Bronchospasm Prevention with COPD,2019-01-22,"trelegy ellipta blister, with inhalation device",174197,5,5,"Works wonders ! Way better then taking Advair and Spiriva , I donÃ¢??t get short of breath at all with Trelegy ! ",5, ,"Dry/irritated throat, hoarseness, or  coughing  may occur as your body adjusts to the  medication . If any of these effects last or get worse, tell your doctor or  pharmacist  promptly."
55-64,Bronchospasm Prevention with COPD,2019-01-13,"trelegy ellipta blister, with inhalation device",174197,5,2,"I've been on Anoro for 2 years and switched to Trelegy. Noticed more problems with breathing for first week, then developed severe respiratory infection which resolved after a week on steroids and antibiotics. Finished the month with Trelegy then switched back to Anoro.  Anoro provides better symptom relief for me.",1,Female,"Dry/irritated throat, hoarseness, or  coughing  may occur as your body adjusts to the  medication . If any of these effects last or get worse, tell your doctor or  pharmacist  promptly."
65-74,Bronchospasm Prevention with COPD,2018-10-10,"trelegy ellipta blister, with inhalation device",174197,5,5,"Changed from Advair and Spiriva to Trelegy 60 days ago.  Increased ease of breathing within days of beginning medication.  Only one dose per day required so less likely to miss a dosage.  Have had cough for a long time prior to change and this has not changed.
",5,Female,"Dry/irritated throat, hoarseness, or  coughing  may occur as your body adjusts to the  medication . If any of these effects last or get worse, tell your doctor or  pharmacist  promptly."
65-74,Bronchospasm Prevention with COPD,2018-07-19,"trelegy ellipta blister, with inhalation device",174197,5,5,I am 73 with COPD and asthma. This product is very effective for me especially getting air out. Quite a relief.,5, ,"Dry/irritated throat, hoarseness, or  coughing  may occur as your body adjusts to the  medication . If any of these effects last or get worse, tell your doctor or  pharmacist  promptly."
65-74,Bronchospasm Prevention with COPD,2019-10-13,tudorza pressair 400 mcg/actuation breath activated,162180,2,2,Spiriva was dropped by my prescription provider and Tudorza was the replacement.  I have no problems trying an alternative drug.  But my first use the taste was horrible and it felt real grainy in my mouth.  I've noticed less control of my brething but I will give it more time.  I also noticed the counter not working after multiple uses.  Needless to say if the counter doesn't work how much faith do I have that the drug is going to work?,1, , 
65-74,Bronchospasm Prevention with COPD,2017-08-24,tudorza pressair 400 mcg/actuation breath activated,162180,3,3,"They need to re-think the applicator as it only advances every ten uses, on numerous occasions I was not able to get it to click back to red and I felt it only worked for approximately 6 to 8 hours not 12 and if by chance I swallowed any I had a great deal of heartburn. I have switched to another product",1, , 
45-54,Bronchospasm Prevention with COPD,2015-11-20,tudorza pressair 400 mcg/actuation breath activated,162180,5,5,"Have used Tudorza faithfully for 3 1/2 years. My breathing is MUCH better, flare ups have decreased from 3 a year to 1 and one of my worst fears is EVER having to live without it. My monthly out of pocket cost after insurance is $38. Yeah the counter is nutty & at first the powdery taste is rough but you'll become taste-bud blind in no time. The benefits are well worth it. I consistently thank my doctor for prescribing & voice appreciation for it's effectiveness.",5,Female, 
65-74,Bronchospasm Prevention with COPD,2015-02-05,tudorza pressair 400 mcg/actuation breath activated,162180,5,1,Took for 2 weeks... Affected the Kidneys...Not for me!!!,1,Female, 
55-64,Bronchospasm Prevention with COPD,2015-01-12,tudorza pressair 400 mcg/actuation breath activated,162180,3,2,"1st of all. I have COPD. I can't inhale this ""until  hear a click."" and secondly the powdered medication is more in my mouth than it is in my lungs. Don't like this medication.",2,Female, 
45-54,Bronchospasm Prevention with COPD,2014-12-01,tudorza pressair 400 mcg/actuation breath activated,162180,5,5,Within just a few days of starting this med I noticed a great difference. Breathing was much easier and no more wheezing. My only 'gripe' would be the taste! ,5,Female, 
45-54,Bronchospasm Prevention with COPD,2014-11-30,tudorza pressair 400 mcg/actuation breath activated,162180,5,1,Worked great in the beginning...after 4 days my lungs felt like they were full of cement. I took me a few days after stopping to fell better. My Pulmonologist said it affects some people that way. My COPD is severe and I think I need to stay away from powders and stick with Symbicort.,1,Female, 
65-74,Bronchospasm Prevention with COPD,2014-09-26,tudorza pressair 400 mcg/actuation breath activated,162180,4,4, ,4,Female, 
 ,Bronchi Muscle Spasm resulting from COPD,2014-07-16,tudorza pressair 400 mcg/actuation breath activated,162180,5,1,Used for a week as maintenance inhaler. Thought I was going to make a trip to the  emergency room as breathing was so labored. went back to old maintenance inhaler and feel much better.,1, , 
 ,Bronchi Muscle Spasm resulting from COPD,2014-07-09,tudorza pressair 400 mcg/actuation breath activated,162180,5,1, ,1, , 
65-74,Bronchospasm Prevention with COPD,2014-04-03,tudorza pressair 400 mcg/actuation breath activated,162180,5,5,"Two weeks of use have proven Tudorza to be satisfying, easy to use, and very effective.  This medication even seems to help me get a good night's sleep",5,Female, 
65-74,Bronchospasm Prevention with COPD,2014-03-26,tudorza pressair 400 mcg/actuation breath activated,162180,4,4, ,4,Female, 
65-74,Bronchospasm Prevention with COPD,2014-03-08,tudorza pressair 400 mcg/actuation breath activated,162180,4,4, ,4,Female, 
55-64,Bronchospasm Prevention with COPD,2013-10-24,tudorza pressair 400 mcg/actuation breath activated,162180,3,5,My doctor switched me from Dulera and I have been using Tudorza for 2 weeks.  I have not had to use my rescue inhaler once!  Can actually breathe again.,4,Female, 
55-64,Bronchospasm Prevention with COPD,2013-08-20,tudorza pressair 400 mcg/actuation breath activated,162180,2,3,"Tudorza caused my tongue to become red and raw so I discontinued (same problem I had with Spiriva). I agree with another reviewer that the counter on Tudorza does not work at all, It doesn't count down so I  had to keep track on a calendar. ",1,Female, 
55-64,Bronchi Muscle Spasm resulting from COPD,2013-07-11,tudorza pressair 400 mcg/actuation breath activated,162180,5,5,I was having shortness of breath and wheezing quite often with my COPD. I also felt the need to use my oxygen more often. Now I can go with using my oxygen only for strenuous work and nights.,5,Female, 
55-64,Bronchospasm Prevention with COPD,2013-07-04,tudorza pressair 400 mcg/actuation breath activated,162180,5,1,I started having blurred vision after only a day and a of half using this product. So bad I couldn't read street signs like speed limit signs. Also had urination problems. Besides the vision side effect I had another that isn't mentioned that scared me the most was my chest kept hurting worse like I was having heart attack. Now that I have stopped taking this medication things are better except the vision is still blurry. Guess it wasn't meant to be for me.,1,Male, 
55-64,Bronchospasm Prevention with COPD,2013-05-03,tudorza pressair 400 mcg/actuation breath activated,162180,5,4,"OK..... am back again.  Been a couple of months....had GREAT results at the beginning.  Now, not so good:(:(  I thought I had found the answer.  Not sure now.  o2 levels going back down....maybe its the weather??  Real disappointed.......but did feel GREAT at the beginning:)

One other thing I had a problem with.....sometimes when I use it it doesn't change to red??  No powder taste in mouth.  One ""sample"" would never move off green (to red).....no matter what I did , it did not move:(  Hate to have to pay $300 and have it not work:(  But it was GREAT for a short time at the beginning:)  I was alive again:)",4,Female, 
55-64,Bronchospasm Prevention with COPD,2013-05-03,tudorza pressair 400 mcg/actuation breath activated,162180,5,5,"This Tudorza is amazing, my doctor also switched me from spiriva which I could tell it wasnt doing anything for me after a year, but then my doctor kept telling me there was no other option since I did not was steroid inhaler (due to the bad side effects steroid has in long term use) anyhow he gave me tudorza and I have had amazing results, you can feel it soon after you.  My GOD I can breath, I can sleep, and not exhausted at the end of the day.  I wish this was available a long time ago.  I had to fight my insurance company to allow me have it but I'm telling you I love this tudorza and was well worth fighting for it.  Another thing about it is that unlike spiriva you can taste it so you know you got it.  My therapist told me to not worry about the counter and just make sure to take it twice a day also release the button and inhale till I hear the click.  I am so glad my doctor switched me, and I thank the company that makes it, THANK YOU ! 
",5,Male, 
